序号,汉字,声调,拼音,2075北京话音系,UntPhesoca宽,UntPhesoca严,Standard Chinese (Beijing),Standard Chinese (Beijing)严,胡裕树《现代汉语》,黄伯荣、廖序东《现代汉语》,钱乃荣《现代汉语》,吴宗济,赵元任《汉语口语语法》,《汉语方音字汇》
123,揞,3,an,ɜɹ̃˨˩̰·,an˨˩˦·,a̠n̚˨˩˦·,an˨˩˧·,a̝n˨˩˧·,an˨˩˦·,an˨˩˦·,æⁿ˨˩˦·,an˨˩˦·,an˨˩˦·,an˨˩˦·
124,晻,3,an,ɜɹ̃˨˩̰·,an˨˩˦·,a̠n̚˨˩˦·,an˨˩˧·,a̝n˨˩˧·,an˨˩˦·,an˨˩˦·,æⁿ˨˩˦·,an˨˩˦·,an˨˩˦·,an˨˩˦·
125,罯,3,an,ɜɹ̃˨˩̰·,an˨˩˦·,a̠n̚˨˩˦·,an˨˩˧·,a̝n˨˩˧·,an˨˩˦·,an˨˩˦·,æⁿ˨˩˦·,an˨˩˦·,an˨˩˦·,an˨˩˦·
126,銨,3,an,ɜɹ̃˨˩̰·,an˨˩˦·,a̠n̚˨˩˦·,an˨˩˧·,a̝n˨˩˧·,an˨˩˦·,an˨˩˦·,æⁿ˨˩˦·,an˨˩˦·,an˨˩˦·,an˨˩˦·
127,碪,3,an,ɜɹ̃˨˩̰·,an˨˩˦·,a̠n̚˨˩˦·,an˨˩˧·,a̝n˨˩˧·,an˨˩˦·,an˨˩˦·,æⁿ˨˩˦·,an˨˩˦·,an˨˩˦·,an˨˩˦·
128,犴,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
129,岸,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
130,按,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
131,洝,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
132,荌,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
133,案,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
134,胺,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
135,豻,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
136,堓,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
137,婩,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
138,貋,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
139,錌,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
140,黯,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
141,頇,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
142,屽,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
143,垾,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
144,遃,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
145,暗,4,an,ɜɹ̃˥˧·,an˥˩·,a̠n̚˥˩·,an˥˩·,a̝n˥˩·,an˥˩·,an˥˩·,æⁿ˥˩·,an˥˩·,an˥˩·,an˥˩·
146,肮,1,ang,ʌɰ̃˥·,ɑŋ˥·,ɑ̟ŋ̚˥·,aŋ˥·,a̝ŋ˥·,aŋ˥·,ɑŋ˥·,ɑᵑ˥·,ɑŋ˥·,ɑŋ˥·,ɑŋ˥·
147,骯,1,ang,ʌɰ̃˥·,ɑŋ˥·,ɑ̟ŋ̚˥·,aŋ˥·,a̝ŋ˥·,aŋ˥·,ɑŋ˥·,ɑᵑ˥·,ɑŋ˥·,ɑŋ˥·,ɑŋ˥·
148,岇,2,ang,ʌɰ̃˧˦·,ɑŋ˧˥·,ɑ̟ŋ̚˧˥·,aŋ˧˥·,a̝ŋ˧˥·,aŋ˧˥·,ɑŋ˧˥·,ɑᵑ˧˥·,ɑŋ˧˥·,ɑŋ˧˥·,ɑŋ˧˥·
149,昂,2,ang,ʌɰ̃˧˦·,ɑŋ˧˥·,ɑ̟ŋ̚˧˥·,aŋ˧˥·,a̝ŋ˧˥·,aŋ˧˥·,ɑŋ˧˥·,ɑᵑ˧˥·,ɑŋ˧˥·,ɑŋ˧˥·,ɑŋ˧˥·
150,昻,2,ang,ʌɰ̃˧˦·,ɑŋ˧˥·,ɑ̟ŋ̚˧˥·,aŋ˧˥·,a̝ŋ˧˥·,aŋ˧˥·,ɑŋ˧˥·,ɑᵑ˧˥·,ɑŋ˧˥·,ɑŋ˧˥·,ɑŋ˧˥·
151,卬,2,ang,ʌɰ̃˧˦·,ɑŋ˧˥·,ɑ̟ŋ̚˧˥·,aŋ˧˥·,a̝ŋ˧˥·,aŋ˧˥·,ɑŋ˧˥·,ɑᵑ˧˥·,ɑŋ˧˥·,ɑŋ˧˥·,ɑŋ˧˥·
152,枊,4,ang,ʌɰ̃˥˧·,ɑŋ˥˩·,ɑ̟ŋ̚˥˩·,aŋ˥˩·,a̝ŋ˥˩·,aŋ˥˩·,ɑŋ˥˩·,ɑᵑ˥˩·,ɑŋ˥˩·,ɑŋ˥˩·,ɑŋ˥˩·
153,盎,4,ang,ʌɰ̃˥˧·,ɑŋ˥˩·,ɑ̟ŋ̚˥˩·,aŋ˥˩·,a̝ŋ˥˩·,aŋ˥˩·,ɑŋ˥˩·,ɑᵑ˥˩·,ɑŋ˥˩·,ɑŋ˥˩·,ɑŋ˥˩·
154,醠,4,ang,ʌɰ̃˥˧·,ɑŋ˥˩·,ɑ̟ŋ̚˥˩·,aŋ˥˩·,a̝ŋ˥˩·,aŋ˥˩·,ɑŋ˥˩·,ɑᵑ˥˩·,ɑŋ˥˩·,ɑŋ˥˩·,ɑŋ˥˩·
155,凹,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
156,垇,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
157,柪,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
158,軪,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
159,爊,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
160,熝,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
161,眑,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
162,泑,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
163,梎,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
164,敖,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
165,厫,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
166,隞,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
167,嗷,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
168,嗸,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
169,嶅,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
170,廒,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
171,滶,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
172,獒,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
173,獓,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
174,遨,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
175,摮,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
176,璈,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
177,蔜,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
178,磝,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
179,翱,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
180,聱,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
181,螯,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
182,翶,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
183,謷,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
184,翺,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
185,鳌,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
186,鏖,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
187,鰲,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
188,鷔,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
189,鼇,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
190,慠,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
191,鏕,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
192,嚻,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
193,熬,2,ao,ʌɔ̯˧˦·,ɑʊ˧˥·,ɑ̟ʊ̯˧˥·,au˧˥·,a̝ʊ˧˥·,au˧˥·,ɑu˧˥·,ɑᵘ˧˥·,ɑo˧˥·,ɑu˧˥·,ɑʊ˧˥·
194,熬,1,ao,ʌɔ̯˥·,ɑʊ˥·,ɑ̟ʊ̯˥·,au˥·,a̝ʊ˥·,au˥·,ɑu˥·,ɑᵘ˥·,ɑo˥·,ɑu˥·,ɑʊ˥·
195,抝,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
196,芺,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
197,袄,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
198,媪,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
199,镺,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
200,媼,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
201,襖,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
202,郩,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
203,鴁,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
204,蝹,3,ao,ʌɔ̯˨˩̰·,ɑʊ˨˩˦·,ɑ̟ʊ̯˨˩˦·,au˨˩˧·,a̝ʊ˨˩˧·,au˨˩˦·,ɑu˨˩˦·,ɑᵘ˨˩˦·,ɑo˨˩˦·,ɑu˨˩˦·,ɑʊ˨˩˦·
205,坳,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
206,岙,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
207,扷,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
208,岰,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
209,傲,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
210,奡,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
211,奥,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
212,嫯,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
213,奧,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
214,澚,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
215,墺,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
216,嶴,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
217,澳,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
218,懊,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
219,擙,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
220,謸,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
221,鏊,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
222,驁,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
223,骜,4,ao,ʌɔ̯˥˧·,ɑʊ˥˩·,ɑ̟ʊ̯˥˩·,au˥˩·,a̝ʊ˥˩·,au˥˩·,ɑu˥˩·,ɑᵘ˥˩·,ɑo˥˩·,ɑu˥˩·,ɑʊ˥˩·
224,吧,1,ba,pɜ˥·,pa˥·,b̥ä˥·,pa˥·,pa̠˥·,pᴀ˥·,pᴀ˥·,pᴀ˥·,pᴀ˥·,b̥ᴀ˥·,pᴀ˥·
225,八,1,ba,pɜ˥·,pa˥·,b̥ä˥·,pa˥·,pa̠˥·,pᴀ˥·,pᴀ˥·,pᴀ˥·,pᴀ˥·,b̥ᴀ˥·,pᴀ˥·
226,八,0,ba,pɜ0·,pa0·,b̥ä0·,pa0·,pa̠0·,pᴀ0·,pᴀ0·,pᴀ0·,pᴀ0·,b̥ᴀ0·,pᴀ0·
227,仈,1,ba,pɜ˥·,pa˥·,b̥ä˥·,pa˥·,pa̠˥·,pᴀ˥·,pᴀ˥·,pᴀ˥·,pᴀ˥·,b̥ᴀ˥·,pᴀ˥·
228,巴,1,ba,pɜ˥·,pa˥·,b̥ä˥·,pa˥·,pa̠˥·,pᴀ˥·,pᴀ˥·,pᴀ˥·,pᴀ˥·,b̥ᴀ˥·,pᴀ˥·
229,巴,0,ba,pɜ0·,pa0·,b̥ä0·,pa0·,pa̠0·,pᴀ0·,pᴀ0·,pᴀ0·,pᴀ0·,b̥ᴀ0·,pᴀ0·
